	WordPiece	surprisal	window
636	Jesus	18.5209158352874	1SL/0R
637	Christ	15.746846016555626	1SL/0R
638	be	21.967850326360388	1SL/0R
639	with	13.673901786279421	1SL/0R
640	you	6.0381543327202225	1SL/0R
641	all	18.24194527932614	1SL/0R
642	Am	27.28774936586674	1SL/0R
643	##en	7.875143820280376	1SL/0R
644	.	0.1421887676669191	1SL/0R
645	And	5.463864740212222	1SL/1R
646	he	10.372992093031664	1SL/1R
647	she	4.151535701209905	1SL/1R
648	##wed	6.086416802871286	1SL/1R
649	me	2.8887253272081015	1SL/1R
650	a	3.721525302369268	1SL/1R
651	pure	8.584660143911123	1SL/1R
652	river	12.91642620925716	1SL/1R
653	of	0.07540312071584035	1SL/1R
654	water	6.245757972074237	1SL/1R
655	of	5.769258000744278	1SL/1R
656	life	6.1948886891783825	1SL/1R
657	clear	14.47237242516023	1SL/1R
658	as	0.12859949948107818	1SL/1R
659	crystal	8.789380970076383	1SL/1R
660	proceeding	20.959471805622766	1SL/1R
661	out	0.4199208897524282	1SL/1R
662	of	0.5832872448437433	1SL/1R
663	the	1.4327914845897425	1SL/1R
664	throne	13.323996141441642	1SL/1R
665	of	0.049112655115349825	1SL/1R
666	God	3.3310088991573865	1SL/1R
667	and	1.7515957932042112	1SL/1R
668	of	5.223759958724533	1SL/1R
669	the	0.27115235723099335	1SL/1R
670	Lamb	9.252948017542105	1SL/1R
671	.	0.08300869304809393	1SL/1R
672	In	3.524599534947819	1SL/1R
673	the	1.5209808611822173	1SL/1R
674	midst	10.268604518439968	1SL/1R
675	of	0.006873381615944451	1SL/1R
676	the	0.12846544964148335	1SL/1R
677	street	12.357870282870275	1SL/1R
678	of	7.124020102245709	1SL/1R
679	it	8.892482466612188	1SL/1R
680	and	3.188594436078067	1SL/1R
681	on	4.221196047265143	1SL/1R
682	either	2.473036382177244	1SL/1R
683	side	0.024110934361008446	1SL/1R
684	of	0.2228422260814294	1SL/1R
685	the	0.061466168754211195	1SL/1R
686	river	4.775364556533713	1SL/1R
687	was	4.839350078178923	1SL/1R
688	there	5.814424319899756	1SL/1R
689	the	5.92109770197078	1SL/1R
690	tree	9.586385757026708	1SL/1R
691	of	0.013077404565442246	1SL/1R
692	life	3.0721680667454825	1SL/1R
693	which	8.6085298323232	1SL/1R
694	bare	15.262465358689392	1SL/1R
695	twelve	18.393470645659693	1SL/1R
696	manner	16.119258197228643	1SL/1R
