	WordPiece	surprisal	window
470	the	20.673251794047708	1L/0R
471	root	19.95846082218259	1L/0R
472	and	16.198711900321534	1L/0R
473	the	16.871478703630824	1L/0R
474	offspring	19.296829877698514	1L/0R
475	of	12.089335953488039	1L/0R
476	David	17.139752986587173	1L/0R
477	and	16.6569899987657	1L/0R
478	the	16.871478703630824	1L/0R
479	bright	22.40519066176228	1L/0R
480	and	14.437378382941883	1L/0R
481	morning	25.090716840556738	1L/0R
482	star	25.553850359112342	1L/0R
483	.	0.6953825528969321	1L/0R
484	And	18.04693873328205	1L/0R
485	the	14.913792490162386	1L/0R
486	Spirit	23.569004033669554	1L/0R
487	and	12.819522610966766	1L/0R
488	the	16.871478703630824	1L/0R
489	bride	24.03418956320513	1L/0R
490	say	22.82270547831907	1L/0R
491	Come	25.28437571603639	1L/0R
492	And	21.27991338307761	1L/0R
493	let	17.930113669813572	1L/0R
494	him	10.92256293292206	1L/0R
495	that	16.94464523532278	1L/0R
496	hear	21.549078241139306	1L/0R
497	##eth	18.74479432200355	1L/0R
498	say	14.541385624190912	1L/0R
499	Come	25.28437571603639	1L/0R
500	And	21.27991338307761	1L/0R
501	let	17.930113669813572	1L/0R
502	him	10.92256293292206	1L/0R
503	that	16.94464523532278	1L/0R
504	is	8.964661895017	1L/0R
505	at	17.534404700448558	1L/0R
506	##hir	21.330900519029512	1L/0R
507	##st	18.886486254927092	1L/0R
508	come	26.664152812451928	1L/0R
509	he	10.372992093031664	1L/1R
510	she	7.6483399714464	1L/1R
511	##wed	19.528267860958035	1L/1R
512	me	4.288551684333621	1L/1R
513	a	7.28409800573928	1L/1R
514	pure	11.304041004242437	1L/1R
515	river	12.53503889869602	1L/1R
516	of	5.224249279922312	1L/1R
517	water	11.325524517490782	1L/1R
518	of	4.4597594870696335	1L/1R
519	life	11.743275168987179	1L/1R
520	clear	14.345391065608677	1L/1R
521	as	6.721543310217966	1L/1R
522	crystal	19.394268094418223	1L/1R
523	proceeding	18.183909602378733	1L/1R
524	out	3.3211728373205434	1L/1R
525	of	0.4375232470644082	1L/1R
526	the	0.16666041479236995	1L/1R
527	throne	12.462299806289154	1L/1R
528	of	0.2316723908118155	1L/1R
529	God	11.599222299622241	1L/1R
530	and	6.330687027504694	1L/1R
531	of	3.595309142922389	1L/1R
532	the	0.2077351538894256	1L/1R
533	Lamb	16.56693776350284	1L/1R
534	.	2.6190050220397505	1L/1R
535	In	4.306712137372426	1L/1R
536	the	1.5209808611822173	1L/1R
537	midst	14.601101469816845	1L/1R
538	of	0.9466282348634151	1L/1R
539	the	1.2915434403397803	1L/1R
540	street	12.82921106357479	1L/1R
541	of	6.966206508760514	1L/1R
542	it	10.882152270177858	1L/1R
543	and	10.424568546811642	1L/1R
544	on	6.738537597813262	1L/1R
545	either	1.695719012726901	1L/1R
546	side	0.5391514400579348	1L/1R
547	of	0.7209069329759217	1L/1R
548	the	0.7384470678496217	1L/1R
549	river	11.304879736739572	1L/1R
550	was	7.285960378275834	1L/1R
551	there	6.58892702661188	1L/1R
552	the	2.5446320140134127	1L/1R
553	tree	12.298186979521732	1L/1R
554	of	0.10313151118546389	1L/1R
555	life	11.775535006471292	1L/1R
556	which	14.185842960233336	1L/1R
557	bare	17.14529984415276	1L/1R
558	twelve	19.14487812395463	1L/1R
559	manner	17.059970089213017	1L/1R
560	of	2.5896704168460425	1L/1R
561	fruits	15.324781290350334	1L/1R
562	and	7.746653528159869	1L/1R
563	yielded	15.457831874127622	1L/1R
564	her	11.613758446206589	1L/1R
565	fruit	16.685618670869655	1L/1R
566	every	7.682898373009665	1L/1R
567	month	5.816741722394089	1L/1R
568	and	6.084083521814412	1L/1R
569	the	5.5150161207164405	1L/1R
570	leaves	13.739626698045647	1L/1R
571	of	1.3233104010219554	1L/1R
572	the	1.6773538842696574	1L/1R
573	tree	14.315191357836957	1L/1R
574	were	11.743593327043111	1L/1R
575	for	6.811010547816265	1L/1R
576	the	5.73903008849435	1L/1R
577	healing	14.847131078986902	1L/1R
578	of	1.336622143163733	1L/1R
579	the	4.4639383939056625	1L/1R
580	nations	17.896729482514615	1L/1R
581	.	1.1013231519337605	1L/1R
582	And	5.971278796175154	1L/1R
583	there	7.946649946506949	1L/1R
584	shall	6.172342425257204	1L/1R
585	be	3.7695026351478482	1L/1R
586	no	0.8731361231214991	1L/1R
587	more	4.047280078125651	1L/1R
588	curse	16.93965270316383	1L/1R
589	but	10.788851528401114	1L/1R
590	the	1.13013312231375	1L/1R
591	throne	12.462299806289154	1L/1R
592	of	0.2316723908118155	1L/1R
593	God	11.599222299622241	1L/1R
594	and	6.330687027504694	1L/1R
595	of	3.595309142922389	1L/1R
596	the	0.2077351538894256	1L/1R
597	Lamb	14.415480250553582	1L/1R
598	shall	6.35603462601157	1L/1R
599	be	3.5107652490240806	1L/1R
600	in	4.090090806443984	1L/1R
601	it	12.094356198064258	1L/1R
602	and	11.329254942196174	1L/1R
603	his	5.499513423138754	1L/1R
604	servants	9.923834037211998	1L/1R
605	shall	8.717312120125555	1L/1R
606	serve	5.038785521141728	1L/1R
607	him	5.021157769679662	1L/1R
608	.	0.45672268502473023	1L/1R
609	And	4.730414279929688	1L/1R
610	they	6.037810549683668	1L/1R
611	shall	7.807334843222841	1L/1R
612	see	8.358528110569408	1L/1R
613	his	1.2213824055596887	1L/1R
614	face	5.392133552795758	1L/1R
615	and	6.392573167523656	1L/1R
616	his	3.448967474708266	1L/1R
617	name	4.556672958708945	1L/1R
618	shall	5.107835022165191	1L/1R
619	be	3.5107652490240806	1L/1R
620	in	4.623395257088864	1L/1R
621	their	8.07354066453102	1L/1R
622	forehead	7.2568378173778845	1L/1R
623	##s	6.055818332860754	1L/1R
624	.	2.768732814520138	1L/1R
625	And	5.971278796175154	1L/1R
626	there	7.946649946506949	1L/1R
627	shall	6.172342425257204	1L/1R
628	be	3.7695026351478482	1L/1R
629	no	12.131003605702757	1L/1R
630	night	12.209396260457368	1L/1R
631	there	12.312129605324236	1L/1R
632	and	7.279341467161121	1L/1R
633	they	5.271570826088887	1L/1R
634	need	7.799624583597002	1L/1R
635	no	5.964940001540425	1L/1R
636	candle	18.221944132221378	1L/1R
637	neither	21.353480071971685	1L/1R
638	light	12.930447471116205	1L/1R
639	of	2.816060129868651	1L/1R
640	the	0.27037655982633885	1L/1R
641	sun	16.120790705928414	1L/1R
642	for	6.127754798755549	1L/1R
643	the	0.5954556949088299	1L/1R
644	Lord	4.481193791403212	1L/1R
645	God	5.442082830313724	1L/1R
646	give	8.880483832947911	1L/1R
647	##th	12.368106355857142	1L/1R
648	them	11.69419456954728	1L/1R
649	light	12.898006862354357	1L/1R
650	and	5.402292148964237	1L/1R
651	they	5.37860460867043	1L/1R
652	shall	3.2834619448538924	1L/1R
653	reign	11.333442564228525	1L/1R
654	for	1.3581170433278626	1L/1R
655	ever	13.313027215632316	1L/1R
656	and	1.3644551223247912	1L/1R
657	ever	14.31956492599342	1L/1R
658	.	0.5059055638079399	1L/1R
659	And	5.211897338275327	1L/1R
660	he	1.6028152690499555	1L/1R
661	said	4.423332634725861	1L/1R
662	unto	6.395524818029967	1L/1R
663	me	4.799029725711748	1L/1R
664	These	21.580515526752038	1L/1R
665	saying	12.85083419237407	1L/1R
666	##s	5.191974501472897	1L/1R
667	are	5.380290581656231	1L/1R
668	faithful	15.60759832456182	1L/1R
669	and	1.0786570687848172	1L/1R
670	true	14.97429165633566	1L/1R
671	and	6.10070965012559	1L/1R
672	the	1.7562539170182372	1L/1R
673	Lord	4.481193791403212	1L/1R
674	God	10.987208907633033	1L/1R
675	of	2.5489636252604058	1L/1R
676	the	0.37037256914521915	1L/1R
677	holy	7.345587841117536	1L/1R
678	prophet	7.8315554201565885	1L/1R
679	##s	0.975151336254114	1L/1R
680	sent	14.430862451265586	1L/1R
681	his	5.811847496782417	1L/1R
682	angel	14.881643915552457	1L/1R
683	to	6.992249818299749	1L/1R
684	she	6.058405086681757	1L/1R
685	##w	12.450183846376477	1L/1R
686	unto	13.24315877350154	1L/1R
687	his	2.8236174212518383	1L/1R
688	servants	17.764530596830966	1L/1R
689	the	10.547301146668204	1L/1R
690	things	11.138260970764295	1L/1R
691	which	6.797910262424046	1L/1R
692	must	15.756065688065329	1L/1R
693	shortly	14.66786016647816	1L/1R
694	be	2.290173117908077	1L/1R
695	done	5.929141219480619	1L/1R
696	.	3.4810223914034935	1L/1R
697	Be	2.8288748296893624	1L/1R
698	##hold	7.266162926666939	1L/1R
699	I	3.9769113311518587	1L/1R
700	come	12.435495308925193	1L/1R
701	quickly	12.456804944707486	1L/1R
702	blessed	15.144190133637688	1L/1R
703	is	2.87390668664256	1L/1R
704	he	9.358537481930988	1L/1R
705	that	15.63624741315131	1L/1R
706	keep	9.314295501195	1L/1R
707	##eth	13.979317055215667	1L/1R
708	the	3.0075404727693877	1L/1R
709	saying	12.56810891125794	1L/1R
710	##s	4.009877161127764	1L/1R
711	of	2.6844592882903284	1L/1R
712	the	0.5210360182708269	1L/1R
713	prophecy	14.77718770727212	1L/1R
